"DOI","Publication Date","Publication Year","Journal","Research Article' or 'non-Research Article'?","Article Title","Citations - CrossRef","Citations - PubMed Central","Citations - Scopus","Total HTML Page Views","Total PDF Downloads","Total XML Downloads","Combined Usage (HTML + PDF + XML)","Blog Coverage - Postgenomic","Blog Coverage - Nature Blogs","Blog Coverage - Bloglines","Number of Trackbacks","Social Bookmarking - CiteULike","Social Bookmarking - Connotea","Number of Ratings","Average Rating","Number of Note threads","Number of replies to Notes","Number of Comment threads","Number of replies to Comments","Number of 'Star Ratings' that also include a text comment"
"10.1371/journal.pone.0004453",02/11/09,2009,"PLoS ONE","RA","Maternal Circulating Levels of Activin A, Inhibin A, sFlt-1 and Endoglin at Parturition in Normal Pregnancy and Pre-Eclampsia",0,0,0,257,73,1,331,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005967",06/26/09,2009,"PLoS ONE","RA","Optimized Null Model for Protein Structure Networks",0,0,0,266,74,5,345,0,0,0,0,1,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0003590",01/30/09,2009,"PLoS ONE","RA","Novel Biochemical Markers of Psychosocial Stress in Women",0,0,0,1004,248,5,1257,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pbio.1000131",06/23/09,2009,"PLoS Biology","RA","Management Effectiveness of the World's Marine Fisheries",1,0,0,6751,1959,18,8728,0,0,0,0,1,0,0,0,0,0,1,0,0
"10.1371/journal.pone.0004799",03/11/09,2009,"PLoS ONE","RA","Determining the Orientation of Protegrin-1 in DLPC Bilayers Using an Implicit Solvent-Membrane Model",0,0,0,144,53,2,199,0,0,0,0,2,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005594",05/20/09,2009,"PLoS ONE","RA","Predicting Visibility of Aircraft",0,0,0,457,23,3,483,0,0,0,1,0,0,0,0,0,0,1,0,0
"10.1371/journal.pone.0005660",06/19/09,2009,"PLoS ONE","RA","Non Mycobacterial Virulence Genes in the Genome of the Emerging Pathogen Mycobacterium abscessus",0,0,0,870,151,3,1024,0,0,0,0,2,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0006212",07/10/09,2009,"PLoS ONE","RA","Biomarkers for Early and Late Stage Chronic Allograft Nephropathy by Proteogenomic Profiling of Peripheral Blood",0,0,0,356,48,3,407,0,0,0,0,1,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005744",05/29/09,2009,"PLoS ONE","RA","Lifeact-mEGFP Reveals a Dynamic Apical F-Actin Network in Tip Growing Plant Cells",0,0,0,559,128,1,688,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pgen.1000495",06/05/09,2009,"PLoS Genetics","non RA","Pervasive Natural Selection in the Drosophila Genome?",0,0,0,1369,497,2,1868,0,0,0,1,8,0,2,5,0,0,1,0,0
"10.1371/journal.pone.0005816",06/05/09,2009,"PLoS ONE","RA","Defining Global Neuroendocrine Gene Expression Patterns Associated with Reproductive Seasonality in Fish",0,0,0,572,64,2,638,0,0,0,1,0,0,0,0,0,0,0,0,0
"10.1371/journal.ppat.1000485",06/19/09,2009,"PLoS Pathogens","RA","Intravenous Inoculation of a Bat-Associated Rabies Virus Causes Lethal Encephalopathy in Mice through Invasion of the Brain via Neurosecretory Hypothalamic Fibers",0,0,0,208,82,2,292,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004567",02/23/09,2009,"PLoS ONE","RA","Disruption of Growth Hormone Receptor Prevents Calorie Restriction from Improving Insulin Action and Longevity",0,0,0,427,146,1,574,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004637",02/27/09,2009,"PLoS ONE","RA","Normal Aging Modulates the Neurotoxicity of Mutant Huntingtin",0,0,0,437,192,1,630,0,0,0,0,0,0,0,0,0,0,1,0,0
"10.1371/journal.pone.0005838",06/16/09,2009,"PLoS ONE","RA","Assessing Statistical Significance in Microarray Experiments Using the Distance Between Microarrays",0,0,0,833,109,4,946,0,0,0,0,5,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005712",06/03/09,2009,"PLoS ONE","RA","Coping with Commitment: Projected Thermal Stress on Coral Reefs under Different Future Scenarios",0,0,0,786,182,2,970,0,0,0,1,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0006309",07/20/09,2009,"PLoS ONE","RA","Differential Micro RNA Expression in PBMC from Multiple Sclerosis Patients",0,0,0,552,174,1,727,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0006390",07/28/09,2009,"PLoS ONE","RA","Bat Eyes Have Ultraviolet-Sensitive Cone Photoreceptors",0,0,0,437,86,1,524,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005892",06/12/09,2009,"PLoS ONE","RA","RUNX3 Has an Oncogenic Role in Head and Neck Cancer",0,0,0,594,75,1,670,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0006072",07/15/09,2009,"PLoS ONE","RA","Rapid Evolution of Virulence and Drug Resistance in the Emerging Zoonotic Pathogen Streptococcus suis",0,0,0,621,102,2,725,0,0,0,0,2,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0006190",07/03/09,2009,"PLoS ONE","RA","New Mid-Cretaceous (Latest Albian) Dinosaurs from Winton, Queensland, Australia",0,0,0,7507,960,13,8480,0,0,0,2,1,0,1,5,0,0,1,0,1
"10.1371/journal.pone.0006012",07/07/09,2009,"PLoS ONE","RA","Sex Is Always Well Worth Its Two-Fold Cost",0,0,0,2202,167,5,2374,0,0,0,0,0,0,0,0,0,0,2,0,0
"10.1371/journal.pone.0005281",04/22/09,2009,"PLoS ONE","RA","Histoplasma capsulatum Encodes a Dipeptidyl Peptidase Active against the Mammalian Immunoregulatory Peptide, Substance P",0,0,0,184,27,8,219,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0006440",07/30/09,2009,"PLoS ONE","RA","Comparison of Peptide Array Substrate Phosphorylation of c-Raf and Mitogen Activated Protein Kinase Kinase Kinase 8",0,0,0,113,12,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004469",02/13/09,2009,"PLoS ONE","RA","Refractive Status at Birth: Its Relation to Newborn Physical Parameters at Birth and Gestational Age",0,0,0,347,44,2,393,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005007",04/01/09,2009,"PLoS ONE","RA","Migraine Aura: Retracting Particle-Like Waves in Weakly Susceptible Cortex",0,0,0,329,70,3,402,0,0,0,0,0,0,0,0,0,0,1,0,0
"10.1371/journal.pone.0004253",01/22/09,2009,"PLoS ONE","RA","Impaired Nuclear Nrf2 Translocation Undermines the Oxidative Stress Response in Friedreich Ataxia",0,1,0,523,165,3,691,0,0,0,0,5,0,0,0,0,0,0,0,0
"10.1371/journal.pcbi.1000336",04/03/09,2009,"PLoS Computational Biology","RA","Natural Image Coding in V1: How Much Use Is Orientation Selectivity?",0,0,0,478,122,2,602,0,0,0,0,5,0,0,0,0,0,0,0,0
"10.1371/journal.pmed.1000072",04/28/09,2009,"PLoS Medicine","non RA","A Medical Journal for the World's Health Priorities",0,1,1,1668,127,16,1811,0,0,0,1,0,0,0,0,0,0,5,0,0
"10.1371/journal.pcbi.1000391",05/22/09,2009,"PLoS Computational Biology","RA","How to Get the Most out of Your Curation Effort",0,0,0,820,140,5,965,0,0,0,0,17,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005672",05/22/09,2009,"PLoS ONE","RA","Combination Therapy Using Chimeric Monoclonal Antibodies Protects Mice from Lethal H5N1 Infection and Prevents Formation of Escape Mutants",0,0,0,363,63,2,428,0,0,0,0,1,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004389",02/05/09,2009,"PLoS ONE","RA","Risks for Central Nervous System Diseases among Mobile Phone Subscribers: A Danish Retrospective Cohort Study",0,0,0,1610,215,8,1833,1,0,0,1,0,0,0,0,0,0,2,0,0
"10.1371/journal.pone.0005874",06/11/09,2009,"PLoS ONE","RA","PER3 Polymorphism Predicts Cumulative Sleep Homeostatic but Not Neurobehavioral Changes to Chronic Partial Sleep Deprivation",1,0,0,590,68,2,660,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0006298",07/21/09,2009,"PLoS ONE","RA","Hyperactivation of DNA-PK by Double-Strand Break Mimicking Molecules Disorganizes DNA Damage Response",0,0,0,308,119,0,427,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pcbi.1000331",03/27/09,2009,"PLoS Computational Biology","RA","Cross-Over between Discrete and Continuous Protein Structure Space: Insights into Automatic Classification and Networks of Protein Structures",0,0,2,706,153,10,869,0,0,0,0,4,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005815",06/05/09,2009,"PLoS ONE","RA","Influence of Protein Abundance on High-Throughput Protein-Protein Interaction Detection",0,0,0,603,96,1,700,0,0,0,0,4,0,0,0,0,0,0,0,0
"10.1371/journal.pgen.1000488",05/29/09,2009,"PLoS Genetics","RA","Genome-Wide Fitness and Expression Profiling Implicate Mga2 in Adaptation to Hydrogen Peroxide",0,0,0,1242,305,3,1550,0,0,0,0,1,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0006130",07/02/09,2009,"PLoS ONE","RA","Acquisition of Cell?Cell Fusion Activity by Amino Acid Substitutions in Spike Protein Determines the Infectivity of a Coronavirus in Cultured Cells",0,0,0,189,47,1,237,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004700",03/11/09,2009,"PLoS ONE","RA","Taking Ecological Function Seriously: Soil Microbial Communities Can Obviate Allelopathic Effects of Released Metabolites",0,0,0,352,108,2,462,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pntd.0000391",03/10/09,2009,"PLoS Neglected Tropical Diseases","RA","Nationwide Investigation of the Pyrethroid Susceptibility of Mosquito Larvae Collected from Used Tires in Vietnam",0,0,0,335,83,1,419,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0006100",07/01/09,2009,"PLoS ONE","RA","Structure and Function Relationship of the Autotransport and Proteolytic Activity of EspP from Shiga Toxin-Producing Escherichia coli",0,0,0,459,71,2,532,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pmed.1000068",05/05/09,2009,"PLoS Medicine","RA","DEAR1 Is a Dominant Regulator of Acinar Morphogenesis and an Independent Predictor of Local Recurrence-Free Survival in Early-Onset Breast Cancer",1,0,1,1434,354,7,1795,0,0,0,0,1,0,0,0,0,0,1,0,0
"10.1371/journal.pone.0006056",06/26/09,2009,"PLoS ONE","RA","Decoupling Internalization, Acidification and Phagosomal-Endosomal/lysosomal Fusion during Phagocytosis of InlA Coated Beads in Epithelial Cells",0,0,0,294,82,4,380,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004449",02/12/09,2009,"PLoS ONE","RA","The Integrin Antagonist Cilengitide Activates ?V?3, Disrupts VE-Cadherin Localization at Cell Junctions and Enhances Permeability in Endothelial Cells",2,0,2,543,220,6,769,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004574",02/24/09,2009,"PLoS ONE","RA","Reduction of Dopamine Level Enhances the Attractiveness of Male Drosophila to Other Males",0,0,0,475,133,2,610,0,0,0,1,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004181",01/15/09,2009,"PLoS ONE","RA","Serum Activity of Platelet-Activating Factor Acetylhydrolase Is a Potential Clinical Marker for Leptospirosis Pulmonary Hemorrhage",0,0,0,257,72,1,330,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pntd.0000375",02/10/09,2009,"PLoS Neglected Tropical Diseases","RA","Association of the Gene Polymorphisms IFN-? +874, IL-13 ?1055 and IL-4 ?590 with Patterns of Reinfection with Schistosoma mansoni",0,0,0,298,66,1,365,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005480",05/13/09,2009,"PLoS ONE","RA","Ants Sow the Seeds of Global Diversification in Flowering Plants",1,0,0,819,153,8,980,0,0,0,1,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004955",03/23/09,2009,"PLoS ONE","RA","A Cross-Study Transcriptional Analysis of Parkinson's Disease",0,0,0,685,131,3,819,0,0,0,0,4,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0006088",06/30/09,2009,"PLoS ONE","RA","Metabolites of an Epac-Selective cAMP Analog Induce Cortisol Synthesis by Adrenocortical Cells through a cAMP-Independent Pathway",0,0,0,176,60,1,237,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.ppat.1000387",04/17/09,2009,"PLoS Pathogens","RA","A Herpesvirus Encoded Deubiquitinase Is a Novel Neuroinvasive Determinant",0,0,0,277,82,1,360,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pgen.1000451",04/10/09,2009,"PLoS Genetics","RA","Functional Dissection of Caenorhabditis elegans CLK-2/TEL2 Cell Cycle Defects during Embryogenesis and Germline Development",0,0,0,347,128,1,476,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pbio.1000100",05/19/09,2009,"PLoS Biology","non RA","When Art, Science, and Culture Commingle",0,0,0,1407,287,8,1702,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004882",03/16/09,2009,"PLoS ONE","RA","Regulation of Clock-Controlled Genes in Mammals",0,0,0,1353,504,4,1861,0,0,0,1,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005956",06/18/09,2009,"PLoS ONE","RA","Gene Specificity of Suppression of Transgene-Mediated Insertional Transcriptional Activation by the Chicken HS4 Insulator",0,0,0,532,62,1,595,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004800",03/11/09,2009,"PLoS ONE","RA","Toll-Like Receptor 4 (TLR4) and Typhoid Fever in Vietnam",0,0,0,197,65,3,265,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005713",05/28/09,2009,"PLoS ONE","RA","How Do Human Cells React to the Absence of Mitochondrial DNA?",0,0,0,663,170,1,834,0,0,0,0,1,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0006034",06/29/09,2009,"PLoS ONE","RA","Targeting 160 Candidate Genes for Blood Pressure Regulation with a Genome-Wide Genotyping Array",0,0,0,630,114,3,747,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0006028",06/24/09,2009,"PLoS ONE","RA","Raf Kinase Inhibitory Protein Protects Cells against Locostatin-Mediated Inhibition of Migration",0,0,0,448,53,3,504,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004983",03/25/09,2009,"PLoS ONE","RA","Physiological Stress Mediates the Honesty of Social Signals",0,0,0,602,123,3,728,0,0,0,1,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004912",03/20/09,2009,"PLoS ONE","RA","Serum Angiopoietin-1 and -2 Levels Discriminate Cerebral Malaria from Uncomplicated Malaria and Predict Clinical Outcome in African Children",0,0,0,323,120,1,444,0,0,0,0,1,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004686",03/05/09,2009,"PLoS ONE","RA","c-Src Regulates Akt Signaling in Response to Ghrelin via ?-Arrestin Signaling-Independent and -Dependent Mechanisms",0,0,0,375,148,2,525,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0006181",07/09/09,2009,"PLoS ONE","RA","The Schizosaccharomyces pombe Checkpoint Kinases Chk1 and Cds1 Are Important for Cell Survival in Response to Cisplatin",0,0,0,370,41,3,414,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004889",03/18/09,2009,"PLoS ONE","RA","Enterohemorrhagic Escherichia coli O157?H7 Gene Expression Profiling in Response to Growth in the Presence of Host Epithelia",0,0,0,412,167,4,583,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pbio.1000121",06/02/09,2009,"PLoS Biology","RA","Regulation of Mammary Stem/Progenitor Cells by PTEN/Akt/?-Catenin Signaling",0,0,0,2416,1024,7,3447,0,0,0,0,1,0,0,0,0,0,0,0,0
"10.1371/journal.pgen.1000555",07/10/09,2009,"PLoS Genetics","RA","Distinct Roles of Non-Canonical Poly(A) Polymerases in RNA Metabolism",0,0,0,428,136,4,568,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004870",03/20/09,2009,"PLoS ONE","RA","Fluoromycobacteriophages for Rapid, Specific, and Sensitive Antibiotic Susceptibility Testing of Mycobacterium tuberculosis",0,0,0,882,348,4,1234,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pgen.1000539",06/26/09,2009,"PLoS Genetics","RA","NRXN3 Is a Novel Locus for Waist Circumference: A Genome-Wide Association Study from the CHARGE Consortium",0,0,0,883,320,2,1205,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005872",06/11/09,2009,"PLoS ONE","RA","The Type 2 Diabetes Associated Minor Allele of rs2237895 KCNQ1 Associates with Reduced Insulin Release Following an Oral Glucose Load",0,0,0,596,59,1,656,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.ppat.1000532",07/31/09,2009,"PLoS Pathogens","RA","Hsp90 Governs Echinocandin Resistance in the Pathogenic Yeast Candida albicans via Calcineurin",0,0,0,70,22,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pmed.1000064",04/21/09,2009,"PLoS Medicine","non RA","Mapping Antibody Epitopes of the Avian H5N1 Influenza Virus",0,0,0,1038,352,11,1401,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004975",03/23/09,2009,"PLoS ONE","RA","Phagocytic Superoxide Specifically Damages an Extracytoplasmic Target to Inhibit or Kill Salmonella",0,0,0,603,127,1,731,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004441",02/12/09,2009,"PLoS ONE","RA","Individual Recognition in Domestic Cattle (Bos taurus): Evidence from 2D-Images of Heads from Different Breeds",0,0,0,376,73,2,451,0,0,0,1,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005902",06/16/09,2009,"PLoS ONE","RA","Strain-Induced Alignment in Collagen Gels",0,0,0,702,100,2,804,0,0,0,0,1,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0006064",06/26/09,2009,"PLoS ONE","RA","Detection of the Antiviral Drug Oseltamivir in Aquatic Environments",0,0,0,669,130,5,804,0,0,0,0,2,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0006171",07/09/09,2009,"PLoS ONE","RA","Reduced Viability, Fertility and Fecundity in Mice Lacking the Cajal Body Marker Protein, Coilin",0,0,0,389,42,2,433,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0006187",07/09/09,2009,"PLoS ONE","RA","Quantifying Inter- and Intra-Population Niche Variability Using Hierarchical Bayesian Stable Isotope Mixing Models",0,0,0,431,57,3,491,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0006159",07/07/09,2009,"PLoS ONE","RA","Amplification and Overexpression of Hsa-miR-30b, Hsa-miR-30d and KHDRBS3 at 8q24.22-q24.23 in Medulloblastoma",0,0,0,350,55,3,408,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005936",06/16/09,2009,"PLoS ONE","RA","Identification of a Novel Uromodulin-Like Gene Related to Predator-Induced Bulgy Morph in Anuran Tadpoles by Functional Microarray Analysis",0,0,0,502,48,2,552,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005830",06/08/09,2009,"PLoS ONE","RA","Comparative Genome-Wide Screening Identifies a Conserved Doxorubicin Repair Network That Is Diploid Specific in Saccharomyces cerevisiae",0,0,0,596,59,4,659,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pntd.0000488",07/07/09,2009,"PLoS Neglected Tropical Diseases","RA","Feasibility, Drug Safety, and Effectiveness of Etiological Treatment Programs for Chagas Disease in Honduras, Guatemala, and Bolivia: 10-Year Experience of M?decins Sans Fronti?res",0,0,0,606,154,2,762,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.ppat.1000528",07/31/09,2009,"PLoS Pathogens","non RA","CEM-T4 Cells Do Not Lack an APOBEC3G Cofactor",0,0,0,130,26,0,156,0,0,0,0,1,0,0,0,0,0,1,0,0
"10.1371/journal.pone.0004150",01/07/09,2009,"PLoS ONE","RA","Allele-Specific Gene Expression Is Widespread Across the Genome and Biological Processes",0,0,0,786,246,4,1036,1,0,0,1,5,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004819",03/13/09,2009,"PLoS ONE","RA","A Computational Approach to Understand In Vitro Alveolar Morphogenesis",0,1,1,257,61,3,321,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004108",01/01/09,2009,"PLoS ONE","RA","High-Resolution Analysis of the 5?-End Transcriptome Using a Next Generation DNA Sequencer",1,0,0,2098,854,9,2961,0,0,0,0,8,2,0,0,0,0,0,0,0
"10.1371/journal.pmed.1000110",07/14/09,2009,"PLoS Medicine","RA","Cost-Effectiveness of Interventions to Promote Physical Activity: A Modelling Study",0,0,0,1884,526,6,2416,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004807",03/11/09,2009,"PLoS ONE","RA","A-Kinase Anchoring in Dendritic Cells Is Required for Antigen Presentation",0,0,0,339,111,3,453,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.ppat.1000343",03/20/09,2009,"PLoS Pathogens","RA","Wolbachia-Mediated Cytoplasmic Incompatibility Is Associated with Impaired Histone Deposition in the Male Pronucleus",0,0,0,450,155,8,613,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pgen.1000410",03/13/09,2009,"PLoS Genetics","RA","A Fine-Structure Map of Spontaneous Mitotic Crossovers in the Yeast Saccharomyces cerevisiae",0,0,0,788,255,5,1048,0,0,0,0,2,0,0,0,0,0,0,0,0
"10.1371/journal.pgen.1000421",03/20/09,2009,"PLoS Genetics","RA","A Genome-Wide Association Study in Chronic Obstructive Pulmonary Disease (COPD): Identification of Two Major Susceptibility Loci",0,0,1,1634,621,7,2262,0,0,0,0,1,0,0,0,0,0,0,0,0
"10.1371/journal.pcbi.1000432",07/10/09,2009,"PLoS Computational Biology","RA","Integrating Sequencing Technologies in Personal Genomics: Optimal Low Cost Reconstruction of Structural Variants",0,0,0,953,235,1,1189,0,0,0,0,1,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005491",05/11/09,2009,"PLoS ONE","RA","Involvment of Cytosolic and Mitochondrial GSK-3? in Mitochondrial Dysfunction and Neuronal Cell Death of MPTP/MPP+-Treated Neurons",0,0,0,400,82,2,484,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.ppat.1000490",06/26/09,2009,"PLoS Pathogens","RA","Stage-Specific Inhibition of MHC Class I Presentation by the Epstein-Barr Virus BNLF2a Protein during Virus Lytic Cycle",0,0,0,310,103,2,415,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pgen.1000563",07/17/09,2009,"PLoS Genetics","RA","The Epithelial Cell Adhesion Molecule EpCAM Is Required for Epithelial Morphogenesis and Integrity during Zebrafish Epiboly and Skin Development",0,0,0,312,105,2,419,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pntd.0000378",03/31/09,2009,"PLoS Neglected Tropical Diseases","non RA","A Global Public Database of Disease Vector and Reservoir Distributions",0,0,0,555,113,5,673,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004803",03/11/09,2009,"PLoS ONE","RA","Clickstream Data Yields High-Resolution Maps of Science",1,1,1,23819,2600,94,26513,0,0,0,1,37,2,1,5,0,0,5,0,0
"10.1371/journal.pcbi.1000343",04/03/09,2009,"PLoS Computational Biology","RA","Probing the Flexibility of Large Conformational Changes in Protein Structures through Local Perturbations",0,0,0,794,225,5,1024,0,0,0,0,8,0,0,0,0,0,1,0,0
"10.1371/journal.pone.0004881",03/18/09,2009,"PLoS ONE","RA","S9, a Novel Anticancer Agent, Exerts Its Anti-Proliferative Activity by Interfering with Both PI3K-Akt-mTOR Signaling and Microtubule Cytoskeleton",0,0,0,507,215,6,728,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005502",05/11/09,2009,"PLoS ONE","RA","To Be or Not to Be a Flatworm: The Acoel Controversy",0,0,0,734,134,2,870,0,0,0,1,0,0,0,0,0,0,1,0,0
"10.1371/journal.pntd.0000419",04/21/09,2009,"PLoS Neglected Tropical Diseases","RA","Accurate Real-Time PCR Strategy for Monitoring Bloodstream Parasitic Loads in Chagas Disease Patients",0,0,0,347,133,6,486,0,0,0,0,0,0,0,0,0,0,0,0,0
